lineage,time_bin,pi_valid_sites,pi_total_length,n_samples
AY.111,2021-11-01/2021-11-07,0.00039965286667328117,0.00039965286667328117,62
AY.111,2021-11-08/2021-11-14,0.00038907086128188786,0.00038907086128188786,76
AY.111,2021-11-15/2021-11-21,0.000335339458865491,0.000335339458865491,68
AY.111,2021-11-22/2021-11-28,0.00032106942337344513,0.00032106942337344513,72
AY.111,2021-11-29/2021-12-05,0.0003569272771577626,0.0003569272771577626,92
AY.111,2021-12-06/2021-12-12,0.000351754623901231,0.000351754623901231,55
AY.111,2021-12-13/2021-12-19,0.0004221984416279305,0.0004221984416279305,32
AY.111,2021-12-20/2021-12-26,0.0004524730973582258,0.0004524730973582258,12
AY.111,2021-12-27/2022-01-02,0.0005183426412065679,0.0005183426412065679,4
AY.111,2022-01-03/2022-01-09,0.00033441460723004375,0.00033441460723004375,3
AY.112,2021-06-28/2021-07-04,0.000423591835824722,0.000423591835824722,3
AY.112,2021-07-05/2021-07-11,0.00029428485436243845,0.00029428485436243845,5
AY.112,2021-07-12/2021-07-18,0.00033441460723004375,0.00033441460723004375,3
AY.112,2021-07-19/2021-07-25,0.0001839280339765241,0.0001839280339765241,4
AY.112,2021-07-26/2021-08-01,0.00037581832050614456,0.00037581832050614456,7
AY.112,2021-08-02/2021-08-08,0.00041408396954073024,0.00041408396954073024,17
AY.112,2021-08-09/2021-08-15,0.0003385527890434662,0.0003385527890434662,62
AY.112,2021-08-16/2021-08-22,0.00035537971449451175,0.00035537971449451175,82
AY.112,2021-08-23/2021-08-29,0.0003328238782875441,0.0003328238782875441,75
AY.112,2021-08-30/2021-09-05,0.0004725505082319147,0.0004725505082319147,54
AY.112,2021-09-06/2021-09-12,0.0004813340913397768,0.0004813340913397768,25
AY.112,2021-09-13/2021-09-19,0.0004999498378089153,0.0004999498378089153,16
AY.112,2021-09-20/2021-09-26,0.0004974417282546901,0.0004974417282546901,16
AY.112,2021-09-27/2021-10-03,0.0013036041589579769,0.0013036041589579769,402
AY.112,2021-10-04/2021-10-10,0.0006384278865300838,0.0006384278865300838,11
AY.112,2021-10-11/2021-10-17,0.0005942290328472315,0.0005942290328472315,14
AY.112,2021-10-18/2021-10-24,0.0005138123940642881,0.0005138123940642881,29
AY.112,2021-10-25/2021-10-31,0.0006084659727516722,0.0006084659727516722,35
AY.112,2021-11-01/2021-11-07,0.0006260856462716031,0.0006260856462716031,30
AY.112,2021-11-08/2021-11-14,0.0007032399928852076,0.0007032399928852076,24
AY.112,2021-11-15/2021-11-21,0.0007093904700466982,0.0007093904700466982,31
AY.112,2021-11-22/2021-11-28,0.0007219169387372917,0.0007219169387372917,38
AY.112,2021-11-29/2021-12-05,0.0006690148284881506,0.0006690148284881506,47
AY.112,2021-12-06/2021-12-12,0.0008263132026043854,0.0008263132026043854,35
AY.112,2021-12-13/2021-12-19,0.0007650132253014896,0.0007650132253014896,15
AY.112,2021-12-20/2021-12-26,0.0006901101440110911,0.0006901101440110911,11
AY.112,2021-12-27/2022-01-02,0.0007134178287574269,0.0007134178287574269,3
AY.112,2022-01-03/2022-01-09,0.0009363609002441232,0.0009363609002441232,3
AY.113,2021-07-05/2021-07-11,0.00010032438216901315,0.00010032438216901315,2
AY.113,2021-07-12/2021-07-18,8.917722859467835e-05,8.917722859467835e-05,4
AY.113,2021-07-19/2021-07-25,0.00012349297587253255,0.00012349297587253255,18
AY.113,2021-07-26/2021-08-01,0.0001712608140056891,0.0001712608140056891,22
AY.113,2021-08-02/2021-08-08,0.0001903072033749457,0.0001903072033749457,35
AY.113,2021-08-09/2021-08-15,0.0002696465607704695,0.0002696465607704695,23
AY.113,2021-08-16/2021-08-22,0.00028566828444227734,0.00028566828444227734,32
AY.113,2021-08-23/2021-08-29,0.0002893090234915763,0.0002893090234915763,46
AY.113,2021-08-30/2021-09-05,0.0002885668460173316,0.0002885668460173316,43
AY.113,2021-09-06/2021-09-12,0.00034475616819312343,0.00034475616819312343,35
AY.113,2021-09-13/2021-09-19,0.0003380907961747711,0.0003380907961747711,48
AY.113,2021-09-20/2021-09-26,0.0003338837903931704,0.0003338837903931704,36
AY.113,2021-09-27/2021-10-03,0.00034693200891816774,0.00034693200891816774,43
AY.113,2021-10-04/2021-10-10,0.00035363775982251785,0.00035363775982251785,49
AY.113,2021-10-11/2021-10-17,0.0003524865077217679,0.0003524865077217679,45
AY.113,2021-10-18/2021-10-24,0.0003925852758461862,0.0003925852758461862,53
AY.113,2021-10-25/2021-10-31,0.0003930300021501428,0.0003930300021501428,59
AY.113,2021-11-01/2021-11-07,0.00039551393305342565,0.00039551393305342565,46
AY.113,2021-11-08/2021-11-14,0.000377806941631601,0.000377806941631601,41
AY.113,2021-11-15/2021-11-21,0.0004260290948265674,0.0004260290948265674,60
AY.113,2021-11-22/2021-11-28,0.0004864617819839697,0.0004864617819839697,51
AY.113,2021-11-29/2021-12-05,0.0004577876152106551,0.0004577876152106551,57
AY.113,2021-12-06/2021-12-12,0.0004997775342014191,0.0004997775342014191,53
AY.113,2021-12-13/2021-12-19,0.000455363480020396,0.000455363480020396,39
AY.113,2021-12-20/2021-12-26,0.0004774056806663376,0.0004774056806663376,30
AY.113,2021-12-27/2022-01-02,0.000489461379673064,0.000489461379673064,11
AY.113,2022-01-03/2022-01-09,0.0005016219108450657,0.0005016219108450657,2
AY.113,2022-01-10/2022-01-16,0.0006019462930140787,0.0006019462930140787,3
AY.113,2022-01-17/2022-01-23,0.0004012975286760526,0.0004012975286760526,2
AY.114,2021-06-21/2021-06-27,1.672073036150219e-05,1.672073036150219e-05,4
AY.114,2021-06-28/2021-07-04,0.00014093187018980418,0.00014093187018980418,8
AY.114,2021-07-05/2021-07-11,0.00017092302147313346,0.00017092302147313346,18
AY.114,2021-07-12/2021-07-18,0.00019718442696925863,0.00019718442696925863,44
AY.114,2021-07-19/2021-07-25,0.0002181523660721496,0.0002181523660721496,54
AY.114,2021-07-26/2021-08-01,0.00021267085184711065,0.00021267085184711065,74
AY.114,2021-08-02/2021-08-08,0.00025428909541247896,0.00025428909541247896,69
AY.114,2021-08-09/2021-08-15,0.0002584312227020365,0.0002584312227020365,61
AY.114,2021-08-16/2021-08-22,0.00027919332336949287,0.00027919332336949287,66
AY.114,2021-08-23/2021-08-29,0.0002845786742989324,0.0002845786742989324,41
AY.114,2021-08-30/2021-09-05,0.0002874890634621946,0.0002874890634621946,54
AY.114,2021-09-06/2021-09-12,0.00031943109560739907,0.00031943109560739907,56
AY.114,2021-09-13/2021-09-19,0.00031615950396477995,0.00031615950396477995,51
AY.114,2021-09-20/2021-09-26,0.00033783475662216907,0.00033783475662216907,33
AY.114,2021-09-27/2021-10-03,0.0003667413525956154,0.0003667413525956154,40
AY.114,2021-10-04/2021-10-10,0.00034446015974526757,0.00034446015974526757,51
AY.114,2021-10-11/2021-10-17,0.0003272369278553502,0.0003272369278553502,41
AY.114,2021-10-18/2021-10-24,0.0003901503751017175,0.0003901503751017175,33
AY.114,2021-10-25/2021-10-31,0.00043140080437144816,0.00043140080437144816,34
AY.114,2021-11-01/2021-11-07,0.0004672249798156895,0.0004672249798156895,36
AY.114,2021-11-08/2021-11-14,0.00039960122269734946,0.00039960122269734946,24
AY.114,2021-11-15/2021-11-21,0.0004360718012394667,0.0004360718012394667,24
AY.114,2021-11-22/2021-11-28,0.0005333484248643254,0.0005333484248643254,13
AY.114,2021-11-29/2021-12-05,0.0004457099033911888,0.0004457099033911888,23
AY.114,2021-12-06/2021-12-12,0.00042885917212907827,0.00042885917212907827,14
AY.114,2021-12-13/2021-12-19,0.0004920672077813503,0.0004920672077813503,8
AY.114,2021-12-20/2021-12-26,0.0005016219108450657,0.0005016219108450657,5
AY.116.1,2021-06-28/2021-07-04,5.350633715680698e-05,5.350633715680698e-05,5
AY.116.1,2021-07-05/2021-07-11,8.27290289886016e-05,8.27290289886016e-05,26
AY.116.1,2021-07-12/2021-07-18,8.545276787101824e-05,8.545276787101824e-05,51
AY.116.1,2021-07-19/2021-07-25,0.00012796378407506546,0.00012796378407506546,70
AY.116.1,2021-07-26/2021-08-01,0.00015187116706591057,0.00015187116706591057,76
AY.116.1,2021-08-02/2021-08-08,0.00019314217808258453,0.00019314217808258453,119
AY.116.1,2021-08-09/2021-08-15,0.00022947708823583206,0.00022947708823583206,67
AY.116.1,2021-08-16/2021-08-22,0.00025021633485491137,0.00025021633485491137,38
AY.116.1,2021-08-23/2021-08-29,0.0003029527678606213,0.0003029527678606213,44
AY.116.1,2021-08-30/2021-09-05,0.0002916254286249978,0.0002916254286249978,54
AY.116.1,2021-09-06/2021-09-12,0.0003174795085305741,0.0003174795085305741,40
AY.116.1,2021-09-13/2021-09-19,0.00030546613187628605,0.00030546613187628605,49
AY.116.1,2021-09-20/2021-09-26,0.00037668804347732934,0.00037668804347732934,40
AY.116.1,2021-09-27/2021-10-03,0.0003715116122426068,0.0003715116122426068,39
AY.116.1,2021-10-04/2021-10-10,0.00034498098473579914,0.00034498098473579914,35
AY.116.1,2021-10-11/2021-10-17,0.0004241976593885449,0.0004241976593885449,24
AY.116.1,2021-10-18/2021-10-24,0.00041085223173976737,0.00041085223173976737,28
AY.116.1,2021-10-25/2021-10-31,0.0004725021158154956,0.0004725021158154956,26
AY.116.1,2021-11-01/2021-11-07,0.00040968171256102295,0.00040968171256102295,27
AY.116.1,2021-11-08/2021-11-14,0.0004012975286760532,0.0004012975286760532,27
AY.116.1,2021-11-15/2021-11-21,0.0004356944597054281,0.0004356944597054281,21
AY.116.1,2021-11-22/2021-11-28,0.0005180147837484987,0.0005180147837484987,18
AY.116.1,2021-11-29/2021-12-05,0.0004689042912632509,0.0004689042912632509,22
